Vmag,Plx,B-V,MagA,Clase
9.62,18.76,0.921,20.986164,0.0
7.83,3.16,0.944,15.328436,1.0
8.91,1.55,0.906,14.861658,1.0
7.23,7.73,0.156,16.670898,0.0
7.96,8.41,0.675,17.58398,0.0
6.86,13.39,0.45,17.493902,0.0
6.89,18.17,0.374,18.186775,0.0
7.25,2.97,0.872,14.613782,1.0
7.71,7.93,1.043,17.206366,1.0
7.28,26.78,0.704,19.419054,0.0
6.38,2.56,0.543,13.4212,1.0
9.38,7.65,0.569,18.798307,0.0
5.71,11.79,0.848,16.06757,1.0
5.88,2.37,1.665,12.753742,1.0
3.84,10.07,-0.157,13.855146,0.0
7.77,1.31,1.151,13.356357,1.0
6.77,5.43,0.069,15.444,0.0
8.25,4.47,1.253,16.501537,1.0
9.07,3.44,1.467,16.752792,1.0
8.3,5.21,0.962,16.88419,1.0
6.45,4.97,1.321,14.931781,1.0
5.84,11.88,1.006,16.214083,1.0
5.9,27.53,0.517,18.099031,0.0
8.7,7.02,0.293,17.931686,0.0
6.48,20.09,0.394,17.9949,0.0
9.17,1.86,1.24,15.517565,1.0
8.39,2.84,1.039,15.656592,1.0
9.52,42.59,1.185,22.666538,0.0
8.5,3.32,1.057,16.10569,0.0
7.56,4.69,0.582,15.915865,0.0
9.52,0.36,1.004,12.301514,1.0
8.55,3.88,0.945,16.49416,1.0
6.95,6.94,0.921,16.156797,1.0
6.18,7.9,1.241,15.668135,1.0
8.04,5.81,0.953,16.860882,1.0
5.58,34.89,0.554,18.293505,0.0
7.87,4.73,0.024,16.244305,0.0
8.79,29.04,0.846,21.104982,0.0
7.92,4.95,1.189,16.393024,1.0
8.87,8.72,0.325,18.572582,0.0
6.7,11.81,0.237,17.061249,0.0
8.77,2.65,0.272,15.88623,0.0
8.24,10.21,0.432,18.285128,0.0
7.33,8.71,0.266,17.03009,1.0
3.42,50.87,0.488,16.952309,0.0
9.16,0.5,1.074,12.65485,1.0
8.59,2.07,1.664,15.169851,1.0
5.68,11.14,1.116,15.914427,1.0
9.08,5.9,0.535,17.934261,0.0
3.1,21.87,1.582,14.799244,1.0
8.94,5.56,0.476,17.665375,0.0
9.25,8.5,0.492,18.897095,0.0
4.07,8.02,-0.162,13.590872,0.0
6.0,2.96,1.618,13.356459,1.0
6.48,6.28,1.026,15.469799,1.0
8.41,4.19,1.051,16.52107,1.0
8.34,4.79,1.026,16.741678,1.0
7.72,5.11,1.192,16.262104,0.0
8.36,1.95,1.393,14.810173,1.0
7.42,3.88,1.373,15.364159,1.0
8.06,1.31,0.59,13.646357,1.0
8.7,18.53,0.697,20.039377,0.0
8.97,0.1,1.296,8.97,1.0
8.62,9.7,0.8,18.55386,0.0
8.18,0.98,0.02,13.136131,0.0
8.69,2.92,1.158,16.016914,1.0
8.53,13.88,0.547,19.241947,0.0
8.86,2.0,1.07,15.36515,1.0
9.4,2.86,1.191,16.68183,1.0
8.17,0.66,1.639,12.267719,1.0
6.3,3.46,0.879,13.99538,1.0
6.13,0.95,-0.115,11.018618,0.0
5.52,6.52,1.357,14.591238,1.0
9.1,4.38,0.935,17.307371,1.0
8.47,2.2,1.039,15.182114,1.0
7.49,1.69,0.06,13.629433,0.0
5.09,20.17,1.058,16.61353,1.0
8.23,2.72,1.294,15.402843,1.0
8.09,8.56,0.851,17.752369,0.0
7.8,15.58,0.491,18.762836,0.0
8.19,5.48,0.467,16.883904,0.0
8.13,2.63,1.681,15.229778,1.0
7.26,4.05,0.589,15.297276,0.0
7.72,4.19,-0.025,15.83107,0.0
7.87,1.52,1.205,13.779218,1.0
8.31,1.87,-0.085,14.669209,0.0
8.32,15.45,0.679,19.264643,0.0
5.8,9.07,0.295,15.588037,1.0
8.78,8.63,0.528,18.460052,0.0
8.66,5.73,0.397,17.450773,0.0
8.7,15.59,0.604,19.66423,0.0
7.71,3.45,0.8,15.399096,1.0
9.16,8.83,0.726,18.889805,1.0
8.27,4.33,1.122,16.45244,0.0
8.45,4.94,0.998,16.918636,1.0
7.86,2.64,0.965,14.9680195,1.0
9.61,5.58,0.677,18.34317,0.0
6.36,7.21,0.057,15.649675,0.0
7.86,11.1,0.412,18.086615,0.0
9.14,6.87,0.502,18.324783,0.0
6.75,6.74,0.076,15.893299,0.0
9.99,5.58,0.701,18.723171,0.0
8.07,3.34,0.955,15.688732,1.0
7.66,5.46,1.098,16.345963,1.0
8.16,7.36,1.125,17.494389,1.0
8.34,4.14,0.945,16.425003,1.0
5.26,9.8,0.82,15.21613,1.0
9.56,6.52,0.389,18.631237,0.0
7.38,9.9,0.574,17.358177,1.0
6.62,12.14,0.29,17.041094,0.0
9.12,4.02,0.522,17.14113,0.0
8.51,2.49,0.035,15.490997,0.0
8.23,2.73,1.079,15.410813,1.0
6.12,3.44,-0.028,13.802792,1.0
7.0,15.05,0.551,17.887682,0.0
5.07,10.23,0.921,15.119379,1.0
9.34,3.79,0.51,17.233196,0.0
8.53,7.36,0.5,17.864388,0.0
5.53,6.23,0.016,14.502441,0.0
8.87,2.13,1.569,15.511898,1.0
7.71,7.73,0.5,17.150898,0.0
8.33,3.81,1.0,16.234625,0.0
8.15,8.47,0.208,17.789417,0.0
8.6,4.47,1.101,16.851538,1.0
8.19,1.64,1.645,14.264219,1.0
8.74,27.26,1.4,20.91763,1.0
8.91,3.19,1.104,16.428953,1.0
8.3,6.3,0.7,17.296703,1.0
9.8,6.51,0.602,18.867905,0.0
6.63,0.88,1.527,11.352413,1.0
7.41,2.56,1.704,14.4512,1.0
7.43,8.34,0.325,17.03583,1.0
7.4,3.65,1.07,15.211464,1.0
8.02,2.28,1.177,14.809675,1.0
8.68,2.07,-0.052,15.259851,0.0
8.4,2.87,1.106,15.689409,1.0
8.19,2.28,1.557,14.979673,1.0
7.53,7.02,0.437,16.761686,0.0
8.84,4.32,1.202,17.017418,1.0
8.97,3.01,0.908,16.362833,1.0
9.11,7.74,0.586,18.553703,0.0
9.04,0.14,0.102,9.77064,1.0
8.05,13.96,0.6,18.77443,0.0
6.02,5.74,1.379,14.81456,1.0
9.05,7.93,0.486,18.546366,0.0
7.94,7.51,1.043,17.3182,1.0
8.69,2.77,0.035,15.902398,0.0
8.71,4.16,1.043,16.805466,1.0
7.7,4.92,1.031,16.159824,1.0
9.16,9.79,0.5,19.113914,0.0
7.66,10.6,0.364,17.78653,0.0
6.1,2.7,1.637,13.256819,1.0
9.06,4.26,1.147,17.207048,1.0
8.15,1.43,1.248,13.92668,1.0
8.38,4.64,0.51,16.71259,0.0
8.7,2.03,1.1,15.23748,1.0
8.61,0.9,1.352,13.381212,1.0
6.98,4.97,1.378,15.461781,1.0
8.22,4.55,1.169,16.510057,1.0
6.76,4.56,1.519,15.054825,1.0
9.06,-0.54,1.06,12.72197,1.0
8.33,6.37,0.392,17.350697,0.0
6.45,6.42,-0.05,15.487675,0.0
8.65,1.44,1.967,14.4418125,1.0
8.86,2.7,1.526,16.016819,1.0
7.61,1.01,-0.047,12.631607,0.0
8.15,0.86,1.176,12.822492,1.0
9.42,2.06,0.51,15.989336,0.0
8.47,1.64,-0.097,14.54422,0.0
8.38,3.66,1.24,16.197407,1.0
8.62,5.13,1.122,17.170586,1.0
6.74,38.89,0.667,19.68919,0.0
7.81,4.61,0.933,16.128504,1.0
7.03,10.02,0.252,17.03434,0.0
8.8,0.21,1.649,10.411097,1.0
7.33,1.28,1.431,12.86605,1.0
7.14,1.67,1.47,13.253582,1.0
8.59,7.8,0.445,18.050472,0.0
7.94,6.51,0.149,17.007906,0.0
5.67,21.3,0.49,17.311897,0.0
1.65,24.89,-0.13,13.630124,1.0
8.09,6.17,0.436,17.041426,0.0
9.71,1.9,0.17,16.103767,0.0
6.64,6.49,0.422,15.701223,1.0
7.39,8.43,1.092,17.019136,1.0
6.35,3.96,1.461,14.338476,1.0
9.25,4.64,1.04,17.58259,0.0
8.71,1.16,-0.1,14.0322895,0.0
6.5,7.53,1.11,15.883975,1.0
8.24,0.78,0.017,12.700473,1.0
8.4,6.22,1.337,17.368952,1.0
9.04,3.09,0.09,16.489792,0.0
7.7,9.35,0.223,17.554058,0.0
8.17,11.02,0.596,18.380907,0.0
7.8,0.52,0.1,11.380016,0.0
8.7,2.16,1.086,15.372269,1.0
6.33,78.88,0.724,20.814835,0.0
8.18,3.37,0.131,15.81815,1.0
9.41,-0.97,0.09,14.343859,1.0
9.49,11.22,0.7,19.739965,0.0
8.03,10.8,0.451,18.19712,0.0
8.23,1.29,-0.054,13.7829485,1.0
7.11,4.2,0.405,15.226246,0.0
8.48,1.49,1.169,14.345931,1.0
9.07,2.49,0.988,16.050997,1.0
8.87,1.54,1.595,14.807604,0.0
7.34,1.36,-0.079,13.007695,0.0
9.46,5.7,0.41,18.239374,0.0
5.64,6.75,1.135,14.786518,1.0
9.11,7.11,0.815,18.369347,0.0
6.02,4.96,0.052,14.497408,0.0
8.56,6.56,0.509,17.64452,0.0
8.7,38.44,0.985,21.623917,0.0
7.57,6.98,0.219,16.789276,0.0
7.83,6.37,1.791,16.850697,1.0
8.63,6.07,0.424,17.545944,0.0
9.19,8.91,0.666,18.939388,0.0
9.33,2.89,0.986,16.63449,1.0
8.48,4.58,1.123,16.784328,1.0
4.32,14.38,0.9,15.108793,1.0
6.6,9.5,0.3,16.488619,0.0
6.34,3.73,-0.042,14.1985445,0.0
6.35,2.61,-0.085,13.433203,0.0
9.05,5.05,0.986,17.566456,1.0
7.0,0.16,2.6,8.020599,1.0
6.38,2.32,1.262,13.207439,1.0
7.82,1.26,1.661,13.321853,1.0
8.29,8.18,1.0,17.853767,1.0
7.45,4.11,0.894,15.519209,1.0
7.19,5.55,1.129,15.911465,1.0
8.89,4.88,1.093,17.3321,1.0
8.73,3.4,1.036,16.387394,1.0
7.57,4.9,1.096,16.02098,1.0
7.21,5.43,1.122,15.884,1.0
8.84,1.28,-0.064,14.37605,1.0
6.99,3.11,0.879,14.453802,1.0
8.85,3.99,1.107,16.854866,1.0
7.42,4.37,1.154,15.622408,1.0
9.53,2.96,1.07,16.88646,1.0
9.13,3.08,1.057,16.572754,1.0
8.63,0.52,1.219,12.210016,1.0
6.83,7.84,0.1,16.30158,0.0
10.09,10.55,0.697,20.206263,0.0
6.71,2.74,-0.085,13.898753,0.0
8.68,2.41,1.614,15.590086,1.0
6.73,1.46,0.287,12.5517645,1.0
6.22,4.5,0.97,14.486063,1.0
8.35,3.02,1.516,15.750035,1.0
8.87,3.16,0.016,16.368435,0.0
6.86,6.7,1.018,15.990374,1.0
8.39,4.38,0.964,16.59737,0.0
7.58,4.34,0.913,15.767448,1.0
8.64,3.99,1.118,16.644865,1.0
7.44,3.45,0.881,15.129095,1.0
6.46,34.46,0.526,19.146576,0.0
5.99,10.81,1.221,16.15913,1.0
9.78,5.16,0.435,18.343248,0.0
4.94,14.14,1.048,15.692247,1.0
8.95,10.78,0.506,19.113094,0.0
8.14,0.96,1.119,13.051356,1.0
7.79,2.48,0.96,14.762259,1.0
9.2,0.58,0.949,13.017139,0.0
7.79,2.05,1.501,14.348769,1.0
8.64,1.04,1.352,13.725167,1.0
8.94,3.64,0.524,16.745506,0.0
6.9,4.97,1.141,15.381781,1.0
7.07,6.11,0.046,16.000206,0.0
6.37,23.13,0.42,18.190878,0.0
5.9,13.81,0.378,16.60097,1.0
8.24,4.2,1.148,16.356247,1.0
7.54,9.38,0.483,17.401012,0.0
10.17,39.27,1.318,23.140305,0.0
8.98,7.13,0.558,18.245447,0.0
7.89,5.83,0.209,16.718344,0.0
9.93,0.24,-0.102,11.831057,0.0
6.4,3.21,-0.109,13.932526,1.0
7.6,2.85,1.513,14.874224,1.0
10.06,6.96,0.602,19.273046,0.0
6.07,4.49,1.175,14.331232,1.0
6.91,17.8,0.586,18.1621,0.0
6.91,7.46,0.115,16.273693,0.0
7.34,3.96,0.988,15.328476,1.0
7.46,3.69,0.904,15.295132,1.0
7.2,4.27,1.062,15.352139,1.0
8.67,2.16,0.238,15.342269,0.0
8.45,8.57,0.526,18.114902,0.0
8.05,1.86,1.229,14.397565,1.0
8.45,2.94,0.012,15.791737,0.0
7.43,-0.29,-0.065,9.74199,1.0
8.82,3.68,1.017,16.649239,1.0
8.17,7.46,0.399,17.533695,0.0
8.88,5.56,0.413,17.605373,1.0
7.76,3.9,1.11,15.715323,1.0
8.28,15.51,0.592,19.233059,0.0
8.33,0.26,-0.032,10.404866,0.0
7.41,7.09,0.225,16.66323,0.0
8.26,2.97,0.88,15.623782,1.0
8.08,3.45,1.156,15.769095,1.0
6.74,3.82,1.477,14.650317,1.0
8.02,0.32,1.46,10.54575,1.0
7.34,1.38,0.01,13.039396,1.0
8.3,0.1,-0.111,8.3,1.0
9.71,4.88,0.648,18.1521,0.0
6.85,20.01,0.569,18.356236,0.0
7.21,3.69,0.122,15.045132,0.0
7.36,4.3,1.0,15.527342,1.0
8.31,3.02,1.004,15.710035,1.0
9.73,3.31,1.33,17.32914,1.0
7.36,4.42,0.2,15.5871105,1.0
8.74,2.51,1.136,15.738368,1.0
8.7,6.14,0.362,17.640842,0.0
7.59,5.73,1.017,16.380774,1.0
8.0,0.58,1.48,11.81714,1.0
7.66,2.62,1.068,14.751507,1.0
8.44,2.49,1.079,15.420996,1.0
9.69,12.43,0.764,20.162354,0.0
8.15,3.66,1.099,15.967405,1.0
8.9,-1.47,0.232,14.736587,1.0
6.86,4.69,0.946,15.215864,1.0
9.88,4.51,0.372,18.150883,0.0
8.32,6.7,0.456,17.450375,0.0
7.6,3.62,1.036,15.393543,1.0
5.49,4.27,1.345,13.642139,1.0
6.74,6.52,-0.074,15.811237,0.0
7.18,2.36,1.012,14.0445595,1.0
7.7,-0.31,0.741,10.156808,1.0
7.03,3.43,1.607,14.7064705,1.0
9.42,2.45,1.402,16.36583,1.0
8.61,0.06,1.426,7.5007563,1.0
8.06,0.07,1.591,7.2854905,1.0
8.23,5.91,0.091,17.087936,0.0
8.04,14.62,0.58,18.864738,0.0
8.8,1.14,1.195,14.084524,1.0
6.12,4.58,1.039,14.424328,1.0
7.6,4.55,0.145,15.890057,0.0
6.66,2.5,-0.033,13.6497,1.0
7.48,3.61,0.005,15.267536,0.0
7.18,4.08,1.369,15.233301,1.0
7.92,10.91,0.427,18.109123,0.0
8.69,1.51,0.35,14.584885,1.0
7.65,5.39,1.137,16.307943,1.0
9.78,2.02,0.892,16.306757,0.0
6.66,10.98,0.914,16.86301,0.0
7.17,1.48,0.958,13.021309,1.0
8.83,5.8,1.234,17.64714,1.0
7.66,7.78,0.559,17.114899,0.0
7.07,1.34,1.438,12.705524,1.0
8.01,4.27,-0.042,16.16214,0.0
6.3,1.08,-0.126,11.467119,1.0
7.3,3.88,1.45,15.244159,1.0
8.84,9.17,0.45,18.651848,0.0
7.59,6.25,0.196,16.5694,0.0
7.8,3.77,0.559,15.681707,0.0
9.3,7.31,0.546,18.619587,0.0
7.22,13.43,0.368,17.86038,0.0
6.42,1.6,-0.039,12.4406,1.0
8.02,1.18,0.009,13.379411,0.0
8.96,18.3,0.693,20.272255,0.0
8.54,16.37,0.561,19.610245,0.0
6.91,3.51,-0.03,14.636536,0.0
7.82,5.33,1.209,16.453636,1.0
7.86,18.45,0.533,19.189983,0.0
8.89,1.88,1.204,15.26079,1.0
8.64,3.37,0.29,16.278149,0.0
7.45,5.16,1.18,16.013248,0.0
4.98,2.71,1.378,12.144846,1.0
8.06,1.41,0.042,13.806095,0.0
7.39,3.8,1.25,15.288918,1.0
9.47,4.56,0.648,17.764824,0.0
8.11,1.91,1.308,14.515167,1.0
6.32,4.68,-0.026,14.67123,0.0
8.51,4.03,0.019,16.536526,0.0
7.93,2.71,1.075,15.094847,1.0
8.29,3.89,1.054,16.239748,1.0
9.17,2.59,1.433,16.2365,1.0
9.07,2.01,1.128,15.585979,1.0
8.79,0.39,0.384,11.745323,1.0
8.87,5.6,0.524,17.610939,0.0
8.57,2.53,1.042,15.585602,1.0
8.36,15.36,0.767,19.291958,1.0
7.71,18.55,0.595,19.05172,0.0
8.83,2.76,0.962,16.034546,0.0
8.44,0.32,-0.033,10.96575,0.0
5.95,10.33,0.989,16.0205,1.0
8.69,3.66,-0.016,16.507404,0.0
7.03,4.16,0.996,15.125467,1.0
7.93,23.54,0.647,19.789034,0.0
8.21,4.29,1.144,16.372288,1.0
7.14,5.4,1.065,15.801968,1.0
9.41,13.64,0.733,20.084072,0.0
9.83,8.91,0.711,19.579388,0.0
7.95,7.48,0.367,17.319508,0.0
9.0,19.58,0.834,20.459064,0.0
6.03,7.85,1.125,15.504349,1.0
8.1,5.29,1.022,16.717278,1.0
7.56,0.46,0.061,10.873789,1.0
9.69,8.41,0.665,19.31398,0.0
6.68,41.05,0.764,19.746567,0.0
6.73,3.55,1.508,14.481142,1.0
7.63,4.4,1.15,15.847263,1.0
8.2,11.9,0.536,18.577736,0.0
9.04,6.53,1.022,18.114567,1.0
8.93,1.62,1.38,14.977575,1.0
6.1,10.98,1.201,16.30301,1.0
8.01,7.14,0.259,17.278492,1.0
9.28,5.92,0.465,18.14161,0.0
5.14,41.01,0.448,18.204449,0.0
7.06,6.52,1.087,16.131237,1.0
8.52,4.17,1.165,16.620682,1.0
9.26,7.52,0.437,18.64109,0.0
8.45,3.67,1.113,16.27333,1.0
8.1,2.3,1.579,14.90864,1.0
8.78,6.93,0.429,17.983665,0.0
8.56,5.4,0.344,17.22197,0.0
8.53,2.61,1.502,15.613202,1.0
7.4,9.79,0.233,17.353914,1.0
8.93,1.92,1.165,15.346506,1.0
7.82,6.01,1.007,16.714373,1.0
8.07,16.11,0.517,19.105478,0.0
8.33,5.36,1.148,16.975824,1.0
9.04,1.14,0.973,14.324524,0.0
7.17,8.31,1.061,16.768005,0.0
7.39,1.3,1.579,12.959717,1.0
8.32,2.34,1.2,15.166079,1.0
8.07,2.26,1.478,14.840542,1.0
8.53,3.15,1.209,16.021553,1.0
7.78,2.76,0.0,14.984547,1.0
6.75,4.35,1.14,14.942446,1.0
9.59,10.29,0.685,19.652077,0.0
6.86,2.31,1.551,13.678061,1.0
4.91,3.93,1.32,12.881963,1.0
8.7,9.01,0.493,18.473625,0.0
6.91,4.85,1.114,15.338708,1.0
5.74,4.33,-0.066,13.92244,1.0
9.16,4.92,0.521,17.619825,0.0
8.42,0.74,1.533,12.766159,1.0
9.98,7.7,0.648,19.412453,0.0
7.13,18.23,0.4,18.433933,0.0
6.23,2.22,1.524,12.961765,1.0
8.5,4.99,1.302,16.990503,1.0
8.12,2.41,-0.064,15.030085,1.0
8.38,-0.18,1.522,9.656363,1.0
9.02,8.84,1.043,18.752262,1.0
7.23,4.91,0.01,15.685408,0.0
9.22,1.75,1.359,15.43519,1.0
8.23,2.58,1.354,15.288097,1.0
8.93,1.91,0.02,15.335167,0.0
6.38,30.95,0.551,18.833303,0.0
8.02,0.86,1.094,12.6924925,1.0
9.15,5.75,0.143,17.94834,0.0
8.38,3.36,0.196,16.011696,1.0
8.8,20.2,0.787,20.326756,0.0
8.06,7.23,1.252,17.355692,1.0
6.44,2.57,0.095,13.489666,0.0
8.47,3.39,1.075,16.120998,1.0
5.89,10.62,1.111,16.020622,1.0
8.64,2.84,0.316,15.906592,0.0
8.32,3.37,1.14,15.958149,1.0
7.11,3.22,-0.027,14.64928,1.0
8.79,15.9,0.607,19.796986,0.0
9.12,2.32,0.064,15.947439,0.0
9.17,1.59,-0.004,15.176986,0.0
7.09,4.67,0.976,15.436584,1.0
6.82,1.83,1.652,13.132256,1.0
8.06,2.11,1.16,14.681413,1.0
5.89,1.27,0.21,11.4090185,1.0
7.09,2.16,0.137,13.762269,1.0
7.38,6.73,-0.013,16.520077,0.0
7.87,7.26,0.441,17.174683,0.0
7.68,1.67,1.563,13.793582,1.0
8.69,3.38,0.204,16.334583,1.0
5.64,5.32,1.163,14.269558,1.0
8.91,16.52,0.68,20.00005,0.0
6.74,8.67,1.136,16.430096,1.0
8.88,1.38,1.245,14.579395,1.0
7.04,12.27,0.195,17.484222,0.0
7.44,7.35,0.132,16.771437,0.0
8.1,1.65,1.56,14.18742,1.0
10.06,2.46,0.121,17.014675,0.0
8.94,6.84,0.531,18.11528,0.0
8.8,4.56,0.908,17.094826,0.0
8.94,7.59,0.482,18.34121,0.0
8.75,0.74,1.222,13.096159,1.0
8.84,2.46,1.213,15.794676,1.0
8.8,-0.45,1.469,12.066063,1.0
8.96,1.2,1.46,14.3559065,1.0
9.31,6.24,0.555,18.285923,0.0
7.64,4.53,0.916,15.92049,1.0
9.65,4.9,0.44,18.100979,0.0
7.54,1.07,1.579,12.686918,1.0
8.71,2.92,1.077,16.036915,1.0
8.54,3.84,-0.013,16.461657,0.0
5.83,12.47,0.569,16.309332,0.0
6.07,4.17,-0.016,14.170681,0.0
7.67,2.15,-0.026,14.332192,0.0
9.03,1.69,1.016,15.169434,1.0
9.22,90.02,1.444,23.991695,0.0
9.3,11.77,0.703,19.653881,0.0
7.19,6.92,0.274,16.39053,0.0
8.48,3.91,1.03,16.440884,1.0
6.97,2.96,1.707,14.326458,1.0
9.56,9.21,0.67,19.381298,0.0
6.86,15.85,0.96,17.860147,0.0
9.34,4.46,0.939,17.586674,1.0
6.25,4.11,-0.006,14.319209,0.0
4.83,15.77,1.057,15.819159,1.0
9.66,9.31,0.608,19.50475,0.0
8.13,2.61,0.92,15.213202,1.0
9.12,5.63,0.569,17.872543,0.0
6.82,2.99,1.47,14.198357,1.0
9.2,23.28,0.867,21.034916,0.0
8.69,10.37,0.459,18.768894,0.0
7.07,6.01,1.166,15.964373,1.0
7.41,5.96,0.441,16.286232,0.0
7.42,6.01,1.02,16.314373,1.0
7.41,16.75,0.755,18.530073,0.0
8.66,1.92,1.331,15.076506,1.0
7.32,1.91,1.685,13.725167,1.0
8.42,4.45,1.084,16.6618,1.0
8.64,2.6,1.091,15.714867,1.0
6.0,2.64,1.138,13.10802,1.0
7.32,3.44,-0.133,15.002792,1.0
8.49,-0.25,1.379,10.4797,1.0
6.34,11.83,1.16,16.704924,0.0
10.09,2.01,0.349,16.60598,0.0
5.43,24.12,0.352,17.341887,0.0
6.76,5.37,0.281,15.409872,0.0
8.87,2.7,0.048,16.02682,0.0
7.87,2.95,0.075,15.2191105,0.0
8.05,4.11,0.497,16.11921,0.0
8.55,5.47,0.217,17.239937,0.0
9.34,2.83,0.034,16.598932,1.0
7.08,1.17,0.5,12.420929,1.0
8.99,6.08,0.933,17.909517,1.0
6.97,7.32,0.283,16.292555,0.0
6.28,-0.58,0.462,10.09714,1.0
7.8,4.53,1.167,16.08049,1.0
7.68,3.35,0.049,15.305223,0.0
9.01,-1.19,2.481,14.387735,1.0
8.98,8.21,0.891,18.551716,0.0
7.82,6.68,0.54,16.943882,0.0
5.97,8.14,0.971,15.523123,1.0
6.21,10.4,0.908,16.295166,0.0
8.02,11.43,0.609,18.310232,0.0
7.72,9.58,0.764,17.626827,1.0
7.4,2.83,1.193,14.658932,1.0
7.99,2.6,-0.084,15.064866,1.0
7.83,8.58,0.427,17.497437,0.0
9.19,2.23,-0.049,15.931524,0.0
9.8,0.55,-0.069,13.501814,0.0
8.18,1.48,1.708,14.031309,1.0
1.36,42.09,-0.087,14.480894,0.0
7.35,4.99,0.177,15.840504,0.0
9.38,4.66,0.446,17.721931,1.0
5.14,4.97,1.587,13.62178,1.0
9.02,9.51,0.482,18.910904,0.0
4.6,11.77,-0.087,14.953882,0.0
8.7,1.52,0.185,14.609218,0.0
5.83,3.71,1.044,13.676869,1.0
7.86,14.47,0.448,18.662344,0.0
9.15,3.14,1.074,16.634647,1.0
6.56,5.16,0.149,15.123249,0.0
8.89,8.17,0.647,18.45111,0.0
5.58,10.59,0.864,15.704481,0.0
7.41,6.28,1.049,16.3998,1.0
7.85,9.9,0.443,17.828176,0.0
7.61,8.2,0.166,17.17907,0.0
7.41,11.39,0.217,17.69262,0.0
8.06,4.92,1.106,16.519825,1.0
8.41,48.2,1.122,21.825235,0.0
8.06,5.82,1.352,16.884615,1.0
8.42,9.28,0.364,18.25774,0.0
5.64,4.04,0.884,13.671907,0.0
7.04,2.9,1.428,14.35199,1.0
8.35,4.25,0.364,16.491945,0.0
9.28,41.9,1.178,22.391071,1.0
5.71,4.41,-0.034,13.932193,0.0
7.6,0.65,-0.087,11.664566,1.0
9.18,0.82,0.212,13.749069,0.0
7.27,5.39,1.168,15.927944,1.0
8.49,5.68,0.388,17.261742,0.0
8.08,1.6,1.1,14.1006,1.0
9.22,5.8,1.295,18.03714,1.0
8.19,4.5,1.241,16.456062,1.0
9.07,3.66,1.592,16.887405,1.0
5.95,5.85,1.218,14.785779,1.0
5.94,11.63,-0.017,16.2679,0.0
7.95,7.86,0.409,17.427113,0.0
7.04,3.51,1.568,14.766536,1.0
6.57,4.51,0.043,14.840883,0.0
8.8,2.48,0.069,15.772259,1.0
7.61,1.33,1.514,13.229259,1.0
6.47,4.01,1.393,14.485722,1.0
6.93,6.01,0.234,15.824373,0.0
8.3,0.94,-0.06,13.16564,0.0
8.27,8.49,0.243,17.91454,0.0
9.65,5.94,0.475,18.518932,0.0
8.92,2.57,1.449,15.969666,1.0
7.81,5.8,1.061,16.62714,1.0
8.26,8.96,0.321,18.02154,0.0
9.44,4.49,0.533,17.701231,0.0
5.59,6.7,-0.028,14.720374,0.0
7.34,7.68,0.402,16.766806,0.0
8.09,3.51,-0.029,15.816536,0.0
8.94,17.7,0.699,20.179867,0.0
8.66,3.47,0.251,16.361647,1.0
5.16,17.28,0.084,16.347717,0.0
7.96,3.7,1.117,15.801009,1.0
6.18,5.37,1.088,14.829872,1.0
9.12,2.35,0.051,15.97534,0.0
9.03,6.93,0.53,18.233665,0.0
8.28,11.96,0.475,18.668655,0.0
6.18,7.4,0.071,15.526159,0.0
7.09,18.83,0.478,18.464252,0.0
6.41,1.52,0.075,12.319218,1.0
8.59,3.46,0.451,16.285381,0.0
8.58,11.21,0.674,18.828028,0.0
8.6,1.37,1.137,14.283604,1.0
8.42,3.66,1.427,16.237406,1.0
7.6,6.09,0.164,16.523087,0.0
7.05,4.21,-0.081,15.171411,0.0
7.15,1.19,1.542,12.527735,1.0
7.65,6.81,0.085,16.815735,0.0
9.7,1.36,0.986,15.367695,1.0
6.25,5.34,1.368,14.887706,1.0
7.35,1.05,0.082,12.455946,0.0
9.27,0.62,0.218,13.231958,0.0
8.8,5.83,1.04,17.628344,0.0
8.03,2.9,1.18,15.3419895,1.0
8.35,4.37,0.278,16.552408,0.0
8.65,4.03,1.158,16.676525,1.0
8.44,6.96,0.872,17.653046,1.0
8.5,2.04,1.183,15.048151,1.0
5.33,6.6,1.567,14.42772,1.0
9.73,7.56,0.501,19.122608,0.0
7.91,0.83,1.288,12.50539,1.0
6.94,4.97,0.912,15.421782,1.0
8.29,7.31,0.512,17.609587,0.0
8.7,3.23,1.096,16.246012,1.0
8.72,2.8,1.231,15.9557905,1.0
8.1,11.03,0.44,18.312878,0.0
7.49,6.4,1.18,16.5209,1.0
7.92,2.53,-0.026,14.935602,1.0
8.78,37.09,1.019,21.626284,0.0
6.98,10.73,0.508,17.132998,0.0
8.1,1.64,1.578,14.174219,1.0
8.59,3.69,0.124,16.425133,0.0
6.33,7.03,0.754,15.564776,1.0
8.29,4.14,1.323,16.375002,1.0
9.11,1.84,0.994,15.434089,1.0
8.04,1.5,1.548,13.920456,1.0
9.08,2.62,1.049,16.171507,1.0
7.79,0.75,1.579,12.165306,1.0
8.83,1.81,0.962,15.118393,1.0
9.48,7.02,0.578,18.711685,0.0
7.89,3.62,0.93,15.683542,1.0
7.32,2.67,-0.12,14.452557,0.0
7.62,5.52,0.933,16.329697,1.0
6.76,1.84,0.29,13.084089,1.0
8.03,3.53,1.67,15.768873,1.0
8.6,9.69,0.523,18.53162,0.0
