Vmag,Plx,B-V,MagA,Clase
9.34,1.54,1.395,15.277604,1.0
9.32,2.69,0.345,16.468761,0.0
9.16,7.16,0.448,18.434565,0.0
9.39,6.77,0.9,18.542942,0.0
5.79,1.77,-0.155,12.029866,1.0
8.65,5.44,0.978,17.327995,1.0
8.56,3.97,1.062,16.553953,1.0
9.45,3.46,1.402,17.14538,1.0
5.94,17.97,0.444,17.21274,0.0
4.47,35.83,0.318,17.241234,0.0
7.41,5.21,0.316,15.994188,1.0
6.99,4.29,1.068,15.152287,1.0
7.37,14.37,0.8,18.157284,0.0
8.51,8.1,0.332,18.052425,0.0
8.61,2.78,1.367,15.830224,1.0
8.15,0.14,0.2,8.88064,0.0
8.52,5.62,1.567,17.268682,0.0
7.58,3.23,0.088,15.126013,0.0
7.55,1.81,1.338,13.838392,1.0
5.42,3.97,1.664,13.413953,1.0
7.18,3.0,1.414,14.565606,1.0
8.06,2.88,-0.089,15.356963,1.0
6.26,9.86,1.178,16.229385,1.0
8.78,1.91,0.04,15.185167,0.0
7.86,2.77,-0.099,15.072399,1.0
9.81,14.11,0.616,20.557636,0.0
7.74,6.34,0.517,16.750446,0.0
6.36,6.0,1.28,15.250757,1.0
7.8,6.38,0.12,16.824104,0.0
8.58,11.22,0.69,18.829966,0.0
6.97,9.49,0.402,16.85633,1.0
9.15,0.17,1.47,10.302244,1.0
7.94,3.84,1.443,15.861656,1.0
6.38,9.75,0.275,16.325024,0.0
9.24,2.29,1.065,16.039177,0.0
7.58,3.64,1.271,15.385508,0.0
7.78,5.47,0.203,16.469936,0.0
8.42,2.22,-0.006,15.151766,0.0
8.57,3.63,1.173,16.369534,1.0
8.37,1.44,1.284,14.161812,1.0
8.71,19.96,0.678,20.210802,0.0
9.02,9.56,0.451,18.92229,0.0
6.67,-0.02,2.033,3.1751504,1.0
8.71,5.33,0.474,17.343636,0.0
8.27,3.84,1.087,16.191658,1.0
8.57,3.08,1.282,16.012753,1.0
7.05,5.76,0.963,15.852113,1.0
8.1,0.77,-0.065,12.532454,1.0
9.49,16.32,0.739,20.5536,0.0
8.71,0.95,1.059,13.598618,1.0
8.58,0.46,1.573,11.893789,1.0
4.99,29.27,0.515,17.322113,0.0
4.74,25.15,0.061,16.74269,0.0
8.77,8.55,0.38,18.42983,1.0
8.84,13.05,0.574,19.418053,0.0
7.83,10.71,0.76,17.978947,0.0
7.02,2.89,-0.111,14.32449,1.0
7.14,1.79,1.595,13.404264,1.0
8.46,2.35,1.443,15.31534,1.0
9.57,8.88,0.576,19.312065,0.0
8.35,1.56,1.264,14.315623,1.0
6.09,4.48,0.007,14.34639,1.0
9.04,13.11,0.66,19.628014,0.0
6.0,-0.09,0.04,5.7712126,1.0
7.46,-0.43,1.429,10.627342,1.0
8.82,5.35,0.24,17.46177,0.0
8.78,44.77,1.096,22.034935,0.0
5.96,13.01,0.352,16.531387,0.0
5.75,7.55,0.074,15.139735,0.0
7.68,2.33,1.024,14.516779,1.0
8.68,1.32,1.023,14.28287,1.0
8.27,5.72,0.164,17.05698,1.0
8.01,1.23,1.664,13.459526,1.0
8.91,2.52,1.515,15.917003,1.0
8.28,14.88,0.569,19.143013,0.0
7.15,7.85,0.397,16.624348,0.0
8.59,3.46,1.029,16.285381,1.0
8.77,19.09,0.717,20.17403,0.0
6.67,3.7,1.551,14.511009,1.0
8.69,7.72,0.365,18.128086,1.0
4.72,4.33,-0.081,12.902439,0.0
9.2,15.19,0.717,20.107788,0.0
9.18,14.52,0.794,19.989834,0.0
8.29,2.98,0.002,15.661081,0.0
5.82,3.23,1.652,13.366013,1.0
7.8,19.37,0.637,19.23565,0.0
6.78,4.19,0.27,14.891071,0.0
6.94,2.74,0.028,14.128754,1.0
8.69,11.97,0.544,19.080471,0.0
6.04,3.62,-0.071,13.833543,1.0
8.91,0.52,0.47,12.490017,0.0
7.67,5.28,0.501,16.283169,0.0
8.34,2.65,1.268,15.45623,1.0
7.74,6.96,0.106,16.953045,0.0
5.89,3.13,1.121,13.367722,1.0
9.13,3.45,1.248,16.819096,1.0
9.01,2.19,1.0,15.712221,1.0
6.45,8.56,0.013,16.11237,0.0
7.95,5.24,0.222,16.546658,0.0
8.58,2.8,1.45,15.81579,1.0
7.47,20.13,0.475,18.989218,0.0
8.22,6.58,0.997,17.31113,1.0
8.57,4.03,0.109,16.596525,0.0
10.28,-0.26,1.2,12.354866,1.0
6.31,3.05,0.003,13.731499,0.0
6.2,6.21,1.61,15.165458,1.0
6.56,1.79,-0.069,12.824265,1.0
7.29,8.03,0.103,16.813578,0.0
6.64,4.75,1.398,15.023468,1.0
8.54,1.19,-0.036,13.917735,0.0
7.79,0.79,0.097,12.278135,0.0
7.22,0.42,0.029,10.3362465,1.0
8.9,4.35,0.917,17.092445,0.0
8.88,2.24,0.12,15.63124,0.0
9.6,25.59,0.958,21.640352,0.0
9.53,37.12,1.112,22.37804,0.0
8.83,14.5,0.686,19.636839,0.0
6.25,16.4,0.282,17.324219,1.0
7.83,28.23,0.815,20.083553,0.0
7.82,11.33,0.923,18.091148,0.0
7.05,11.9,1.05,17.427734,1.0
7.74,12.67,0.412,18.253883,0.0
8.93,2.97,1.102,16.293781,1.0
8.62,4.96,0.372,17.097408,0.0
8.0,0.87,1.537,12.697597,1.0
8.64,2.57,0.94,15.689666,1.0
7.07,4.07,1.016,15.117971,1.0
9.02,2.37,0.958,15.893742,1.0
8.7,3.85,0.486,16.627304,0.0
8.5,1.47,0.082,14.336587,1.0
8.28,2.08,0.206,14.870316,1.0
6.87,2.4,-0.116,13.771056,0.0
8.76,3.32,0.399,16.36569,0.0
8.12,10.24,0.555,18.1715,0.0
8.67,5.3,0.428,17.291378,0.0
8.42,0.92,0.331,13.238939,1.0
7.34,19.45,1.049,18.784597,1.0
8.82,1.56,0.909,14.785623,1.0
5.47,16.59,0.043,16.569231,0.0
9.21,0.94,1.026,14.07564,1.0
5.78,11.29,1.084,16.04347,1.0
8.71,-0.06,1.211,7.6007566,1.0
9.45,0.01,1.09,4.45,1.0
7.45,3.45,0.938,15.139095,1.0
8.69,17.16,0.642,19.862587,0.0
5.5,7.91,1.204,14.990882,1.0
5.92,16.13,0.149,16.958172,0.0
7.98,4.53,0.47,16.26049,0.0
9.7,5.78,0.645,18.50964,0.0
8.25,3.94,1.43,16.227482,1.0
6.79,3.6,0.8,14.571512,1.0
5.95,4.42,1.544,14.177111,1.0
6.3,7.94,1.124,15.799103,1.0
8.19,4.09,1.07,16.248615,1.0
4.89,108.23,0.664,20.061739,0.0
7.7,12.6,0.551,18.20185,0.0
8.15,10.91,0.402,18.339123,0.0
7.2,2.39,1.095,14.0919895,1.0
8.88,15.87,0.63,19.882885,0.0
8.57,0.06,1.499,7.4607563,1.0
8.12,12.23,0.448,18.557133,0.0
6.24,1.83,0.291,12.552256,1.0
8.12,0.73,1.656,12.436614,1.0
7.5,2.62,1.518,14.591507,1.0
7.81,3.13,1.019,15.287722,0.0
9.22,7.05,0.617,18.460945,0.0
6.24,15.91,0.406,17.24835,0.0
6.7,67.69,0.975,20.852623,0.0
9.34,7.86,0.709,18.817112,0.0
9.29,11.11,0.548,19.51857,1.0
7.93,1.27,1.72,13.4490185,1.0
7.85,7.96,0.262,17.354565,0.0
7.53,9.99,0.345,17.527828,0.0
6.2,6.24,0.133,15.175923,0.0
7.55,13.65,0.471,18.225664,0.0
8.6,0.88,0.0,13.322414,0.0
7.22,2.13,0.065,13.861898,0.0
6.88,1.35,1.75,12.53167,1.0
8.46,2.61,0.098,15.543202,0.0
8.51,2.59,1.208,15.576499,1.0
8.79,3.42,1.058,16.46013,0.0
9.15,2.12,1.287,15.781679,1.0
9.02,-0.77,0.23,13.452454,1.0
8.95,0.21,0.5,10.561096,0.0
8.48,2.36,1.266,15.344559,1.0
7.66,0.68,-0.06,11.822544,0.0
8.44,2.38,1.118,15.322885,1.0
7.49,0.65,1.645,11.554566,1.0
6.4,1.11,0.569,11.626616,1.0
8.65,6.33,0.658,17.657019,0.0
8.53,2.99,0.998,15.908356,1.0
8.06,6.01,1.194,16.954372,1.0
8.94,4.3,0.504,17.107342,0.0
9.05,8.3,0.601,18.64539,0.0
8.98,12.99,0.6,19.548046,1.0
5.44,6.73,0.167,14.580076,0.0
7.98,41.84,0.857,21.087957,0.0
8.29,1.81,1.607,14.578392,1.0
8.86,0.46,1.169,12.173789,1.0
8.94,1.62,0.99,14.987575,1.0
6.43,12.79,0.161,16.964354,0.0
8.9,2.79,1.179,16.128021,0.0
9.21,-0.48,-0.12,12.616206,1.0
8.04,5.48,1.017,16.733902,1.0
8.44,2.45,0.139,15.38583,0.0
6.12,7.38,0.919,15.460281,1.0
8.77,3.21,1.053,16.302525,0.0
8.91,1.21,0.111,14.323927,1.0
8.5,2.76,0.138,15.704546,0.0
8.66,3.48,0.514,16.367897,0.0
8.89,4.86,1.056,17.323181,1.0
8.77,1.36,0.02,14.4376955,1.0
9.06,3.36,1.05,16.691696,1.0
4.38,7.86,-0.008,13.857113,0.0
8.57,0.66,1.26,12.667719,1.0
5.07,4.29,-0.154,13.232286,0.0
8.82,-0.57,-0.046,12.599374,1.0
8.04,3.06,1.061,15.468607,1.0
7.91,2.56,1.616,14.9512,1.0
8.91,2.55,1.041,15.9427,1.0
7.63,11.35,0.503,17.90498,0.0
8.74,3.57,1.372,16.503342,0.0
7.29,1.5,-0.089,13.170456,1.0
8.72,2.9,1.269,16.03199,1.0
8.54,1.66,0.236,14.64054,1.0
7.21,7.86,1.087,16.687113,1.0
6.39,7.27,1.069,15.697672,1.0
4.25,48.94,0.48,17.698318,0.0
8.6,1.24,1.61,14.067109,1.0
6.07,4.39,-0.124,14.282322,0.0
7.85,7.53,0.443,17.233974,0.0
6.06,0.86,-0.127,10.732492,0.0
5.09,15.94,1.141,16.102442,1.0
9.0,-0.12,1.16,9.395906,1.0
7.78,3.77,0.004,15.661707,1.0
8.15,5.56,0.528,16.875374,0.0
6.31,8.45,1.051,15.944284,1.0
8.86,1.78,-0.2,15.1121,0.0
7.57,9.86,0.351,17.539385,0.0
5.15,11.91,0.971,15.529558,1.0
7.15,7.91,0.125,16.640882,0.0
7.9,4.55,1.483,16.190058,1.0
6.64,1.56,-0.152,12.605623,1.0
6.48,7.68,0.959,15.906805,1.0
6.9,8.14,1.157,16.453123,1.0
8.04,7.82,0.67,17.506035,0.0
6.68,4.31,1.186,14.852386,1.0
8.47,1.17,1.471,13.810929,1.0
7.16,1.1,-0.14,12.366963,0.0
7.47,25.04,0.68,19.463171,0.0
6.72,6.23,0.112,15.69244,1.0
9.38,12.08,0.704,19.790337,0.0
5.98,2.64,0.435,13.08802,0.0
7.92,3.94,0.401,15.897481,1.0
7.73,4.38,1.106,15.93737,1.0
8.79,3.13,0.979,16.267721,1.0
7.78,26.79,0.621,19.919865,0.0
7.65,8.22,0.166,17.22436,0.0
6.91,4.39,1.13,15.122322,1.0
7.87,5.12,0.05,16.416351,0.0
9.39,17.05,0.77,20.548622,0.0
8.85,2.38,1.255,15.732885,1.0
8.64,2.19,-0.077,15.34222,0.0
6.55,7.53,0.96,15.933975,1.0
6.74,3.6,1.523,14.521513,1.0
8.2,2.04,1.016,14.748151,1.0
8.96,5.47,0.46,17.649937,0.0
7.74,1.67,1.69,13.853582,1.0
6.99,1.37,1.625,12.673603,1.0
4.94,3.94,0.043,12.91748,1.0
8.71,8.4,0.445,18.331396,0.0
7.49,4.24,0.838,15.626829,0.0
7.86,3.09,1.193,15.309793,1.0
7.82,4.63,1.111,16.147905,0.0
8.68,9.54,0.46,18.577744,0.0
8.51,9.69,0.64,18.44162,1.0
7.09,7.86,1.172,16.567112,1.0
8.74,2.37,0.022,15.613741,0.0
7.04,4.8,0.981,15.446206,1.0
8.2,2.96,1.686,15.556458,1.0
8.7,3.36,1.029,16.331696,1.0
7.53,4.92,1.64,15.989826,1.0
8.5,8.33,0.483,18.103226,1.0
7.05,46.22,0.76,20.37415,0.0
8.94,3.2,1.115,16.46575,1.0
7.78,10.19,0.591,17.820871,0.0
8.2,6.76,0.412,17.349733,0.0
9.74,9.94,0.696,19.726933,0.0
4.11,7.89,1.58,13.5953865,1.0
5.13,2.61,2.038,12.213202,1.0
8.51,14.68,0.51,19.343632,0.0
7.51,12.93,0.991,18.067993,1.0
5.72,11.45,0.305,16.014027,1.0
9.47,11.77,0.624,19.823883,0.0
8.83,4.1,0.547,16.893919,0.0
7.48,6.91,0.871,16.67739,0.0
7.29,6.09,0.116,16.213085,0.0
9.63,3.96,1.18,17.618477,1.0
8.72,17.19,0.685,19.896378,0.0
8.55,2.07,1.745,15.129852,1.0
8.29,7.13,0.949,17.555447,0.0
9.75,-1.83,1.773,16.062256,1.0
6.41,7.75,1.163,15.856508,1.0
8.25,4.16,1.194,16.345467,1.0
8.67,7.43,0.541,18.024944,0.0
8.92,-1.6,1.491,14.9406,1.0
7.57,3.72,1.264,15.422714,1.0
8.97,1.38,1.431,14.669395,1.0
8.44,1.15,0.028,13.743488,0.0
9.19,-0.45,1.668,12.456062,1.0
7.39,14.63,0.475,18.21622,0.0
8.55,11.37,0.463,18.828802,0.0
8.43,9.44,0.525,18.30486,0.0
8.85,5.81,0.699,17.670881,0.0
8.51,2.79,0.043,15.738022,0.0
8.52,2.44,1.246,15.45695,1.0
6.62,12.85,0.314,17.164516,0.0
5.81,5.49,1.476,14.507862,1.0
8.55,5.12,1.021,17.096352,1.0
8.72,1.88,1.669,15.09079,1.0
8.05,7.49,0.518,17.42241,0.0
8.17,3.12,1.048,15.640773,1.0
9.01,1.05,0.407,14.115947,0.0
7.54,2.21,1.595,14.261961,1.0
6.01,18.65,0.297,17.363396,0.0
6.69,3.22,0.102,14.2292795,0.0
9.23,41.19,1.056,22.303959,0.0
7.23,31.22,0.68,19.702164,0.0
9.23,4.79,0.377,17.631678,0.0
7.68,-0.28,1.575,9.915791,1.0
8.97,9.22,0.539,18.793655,0.0
8.81,11.88,0.605,19.184082,0.0
8.91,9.89,0.66,18.885983,0.0
9.03,-0.55,0.93,12.731813,1.0
7.37,4.83,0.995,15.789735,1.0
8.58,2.13,1.532,15.221898,1.0
8.9,2.48,1.19,15.872257,1.0
9.15,10.94,0.623,19.345085,0.0
8.9,3.62,0.991,16.693542,1.0
5.99,46.25,0.643,19.31556,0.0
9.27,11.94,0.576,19.655022,0.0
9.3,1.55,0.994,15.251658,1.0
9.01,0.9,1.839,13.781213,1.0
8.92,2.58,0.048,15.978098,0.0
5.93,10.38,0.189,16.010986,0.0
7.35,7.19,0.501,16.633644,0.0
8.79,2.51,1.14,15.788368,1.0
8.58,0.39,1.497,11.535322,1.0
9.02,21.72,0.745,20.7043,0.0
8.23,1.03,0.051,13.294186,0.0
5.78,10.41,1.045,15.867254,1.0
9.97,5.51,0.707,18.675758,0.0
6.59,0.27,1.07,8.746819,1.0
6.3,5.77,0.857,15.10588,1.0
6.39,8.28,0.196,15.98015,1.0
4.42,2.07,-0.17,10.999851,1.0
9.87,2.99,0.546,17.248356,0.0
5.79,11.01,0.018,15.998937,0.0
7.98,8.35,0.99,17.588432,1.0
6.96,2.68,1.26,14.100674,1.0
9.07,2.51,0.874,16.068367,1.0
8.48,9.95,0.6,18.469114,0.0
8.54,1.63,0.97,14.600939,1.0
10.02,6.42,0.562,19.057674,0.0
7.42,-0.25,1.891,9.4097,1.0
8.48,8.56,0.426,18.142368,0.0
8.14,0.12,1.36,8.535907,1.0
8.27,7.54,0.879,17.656857,0.0
7.61,5.19,0.1,16.185837,0.0
8.69,15.94,0.608,19.702442,0.0
9.24,1.77,0.05,15.479866,0.0
6.32,6.43,1.014,15.361055,1.0
8.72,13.29,0.575,19.337627,0.0
8.75,1.81,1.168,15.038393,1.0
8.13,1.84,0.928,14.454089,1.0
9.14,11.0,0.499,19.346966,0.0
8.17,4.43,0.975,16.40202,1.0
7.76,2.58,0.558,14.818098,1.0
8.69,14.52,0.705,19.499832,0.0
7.92,0.37,1.359,10.761009,1.0
8.66,1.26,-0.043,14.161852,0.0
9.19,0.2,1.238,10.695149,1.0
7.24,4.27,1.182,15.392139,1.0
5.73,0.56,1.641,9.47094,1.0
8.71,3.66,1.161,16.527405,1.0
7.14,0.72,-0.056,11.426662,0.0
9.6,3.93,0.36,17.571964,0.0
8.45,1.37,0.038,14.133602,0.0
9.28,5.57,0.363,18.009275,0.0
8.18,23.66,0.79,20.050076,0.0
9.16,3.05,0.284,16.5815,1.0
7.88,7.07,0.475,17.127098,0.0
6.2,23.87,0.404,18.089262,0.0
7.12,1.65,-0.015,13.20742,0.0
7.62,2.0,1.54,14.125151,1.0
7.87,2.39,1.236,14.76199,1.0
8.77,15.82,0.593,19.766033,0.0
5.73,3.53,1.626,13.468874,1.0
9.8,8.92,0.79,19.551825,0.0
6.3,16.43,0.209,17.37819,0.0
6.62,2.35,0.117,13.47534,1.0
8.97,-0.19,1.176,10.363768,1.0
6.66,6.11,1.0,15.590206,1.0
7.55,4.67,1.1,15.8965845,1.0
7.74,3.06,1.575,15.168607,1.0
8.51,15.92,0.571,19.519714,0.0
8.98,1.25,0.125,14.46455,1.0
8.27,4.18,1.271,16.375881,1.0
8.71,1.47,1.259,14.546587,1.0
7.24,4.98,1.059,15.726147,1.0
7.85,3.91,0.4,15.810884,0.0
8.62,5.06,1.169,17.14075,1.0
9.05,10.09,0.57,19.069456,0.0
8.02,17.12,0.667,19.18752,1.0
8.44,3.0,0.068,15.825605,0.0
6.24,8.82,1.001,15.967342,1.0
8.26,1.72,1.477,14.437643,1.0
6.25,16.16,0.526,17.292206,0.0
8.05,3.38,0.431,15.694584,1.0
6.56,8.7,0.962,16.257595,1.0
8.1,4.37,0.245,16.302408,0.0
8.76,0.59,1.155,12.61426,1.0
7.82,24.9,0.627,19.800997,0.0
6.59,2.47,1.68,13.553485,1.0
7.74,1.11,1.147,12.966615,1.0
5.6,0.22,-0.078,7.3121133,1.0
6.34,6.75,1.209,15.486519,1.0
9.02,7.0,0.557,18.245491,0.0
8.02,10.25,0.453,18.07362,0.0
10.11,20.28,1.01,21.64534,0.0
8.14,5.63,1.051,16.892544,1.0
8.24,3.77,-0.036,16.121708,0.0
6.24,7.78,0.976,15.694898,1.0
9.52,6.7,0.588,18.650375,0.0
8.9,-0.81,0.2,13.442425,1.0
8.23,4.58,0.984,16.534328,1.0
8.85,3.81,0.335,16.754625,0.0
5.59,7.9,1.246,15.0781355,1.0
8.75,1.87,1.021,15.109208,1.0
6.04,6.35,1.396,15.053868,1.0
5.1,9.44,0.589,14.974859,1.0
9.17,2.75,1.341,16.366665,1.0
9.02,14.52,0.582,19.829834,0.0
8.73,3.47,0.853,16.431646,0.0
10.15,5.24,0.471,18.746656,0.0
7.8,1.36,-0.032,13.467695,1.0
7.87,0.91,1.192,12.665207,1.0
7.57,3.78,0.239,15.4574585,1.0
8.23,11.09,0.604,18.454657,0.0
8.49,2.79,0.437,15.718021,0.0
8.03,0.47,1.668,11.39049,1.0
7.03,2.01,-0.09,13.54598,1.0
9.38,0.15,0.58,10.260456,1.0
8.12,2.22,-0.066,14.851765,1.0
5.89,5.76,1.564,14.692112,1.0
9.05,2.23,0.997,15.791525,0.0
8.21,11.52,0.546,18.517262,0.0
8.98,12.45,0.602,19.455845,0.0
5.6,6.73,0.961,14.740076,1.0
7.24,9.81,0.381,17.198345,0.0
6.22,0.03,0.007,3.605606,1.0
8.57,16.93,0.579,19.713284,0.0
8.31,1.35,1.277,13.96167,1.0
8.3,5.68,0.43,17.071743,0.0
7.11,3.65,1.528,14.921465,1.0
7.5,0.62,1.042,11.461958,1.0
7.69,4.14,1.21,15.775002,1.0
7.49,4.04,1.237,15.521907,1.0
8.48,2.57,1.208,15.529665,1.0
9.2,11.71,0.566,19.542784,0.0
8.38,9.56,0.402,18.28229,0.0
8.11,1.0,0.942,13.11,0.0
7.63,16.91,0.471,18.770718,0.0
9.1,4.65,1.241,17.437265,1.0
8.83,1.3,-0.051,14.399716,0.0
8.1,11.12,0.471,18.330524,0.0
8.46,7.41,0.296,17.80909,0.0
8.9,7.05,0.569,18.140945,0.0
5.71,1.09,0.344,10.897133,1.0
8.09,3.48,1.054,15.797896,1.0
7.12,2.24,-0.042,13.87124,1.0
9.86,9.24,0.675,19.688358,0.0
6.27,5.1,1.212,14.807852,1.0
8.08,2.42,0.923,14.999077,0.0
6.92,5.11,0.987,15.462105,1.0
8.4,6.09,0.885,17.323086,1.0
8.82,0.01,1.668,3.8199997,1.0
7.37,2.58,1.517,14.428099,1.0
6.07,5.11,1.415,14.612104,1.0
4.86,7.23,-0.168,14.155691,0.0
8.85,2.62,1.113,15.941507,1.0
8.47,16.52,0.6,19.560051,0.0
8.46,2.21,1.044,15.181961,1.0
9.97,2.64,0.884,17.07802,0.0
10.84,15.44,1.04,21.783237,0.0
6.42,3.93,1.19,14.391963,1.0
6.09,10.58,1.012,16.21243,1.0
8.69,1.66,0.944,14.79054,1.0
6.1,6.07,0.018,15.015944,0.0
7.99,5.08,0.924,16.519318,1.0
8.64,10.3,0.471,18.704187,0.0
6.09,9.29,0.401,15.9300785,1.0
7.63,6.04,0.384,16.535183,0.0
8.29,5.13,1.011,16.840588,1.0
9.62,6.3,0.78,18.616703,0.0
8.07,2.22,-0.027,14.801765,1.0
9.07,1.95,1.379,15.520173,1.0
6.3,9.45,1.109,16.177158,1.0
9.88,1.31,1.04,15.466356,1.0
9.23,11.31,0.656,19.497313,0.0
9.15,5.51,0.38,17.855759,0.0
9.5,5.78,0.541,18.309639,0.0
8.9,9.57,0.464,18.80456,0.0
8.55,3.82,0.92,16.460318,1.0
8.73,3.94,1.454,16.707481,1.0
10.02,7.71,0.735,19.455273,0.0
7.76,17.28,0.658,18.947718,0.0
7.3,11.95,0.976,17.68684,0.0
7.38,14.18,0.478,18.138382,0.0
6.68,10.25,1.196,16.73362,0.0
7.74,15.17,0.49,18.644928,0.0
6.28,13.65,0.22,16.955664,0.0
6.46,6.78,1.176,15.616149,1.0
7.68,2.79,1.242,14.908021,1.0
8.2,3.7,1.125,16.041008,1.0
9.06,-0.6,1.299,12.950757,1.0
8.49,1.18,1.158,13.84941,1.0
7.28,27.98,0.565,19.514238,0.0
8.67,58.89,1.18,22.520206,0.0
8.41,7.77,1.01,17.862106,0.0
8.63,3.38,1.217,16.274584,0.0
7.95,1.46,1.7,13.771765,1.0
5.53,4.24,-0.148,13.66683,0.0
8.74,3.43,0.924,16.41647,1.0
8.6,2.26,0.026,15.370543,0.0
8.51,1.64,1.173,14.584219,1.0
5.75,8.61,1.175,15.425015,1.0
8.45,2.1,-0.094,15.061096,0.0
8.72,3.85,1.169,16.647305,0.0
7.65,5.98,0.15,16.533506,0.0
3.73,29.26,1.177,16.06137,1.0
7.92,3.02,1.2,15.320035,0.0
5.51,2.02,1.397,12.0367565,1.0
8.0,2.98,1.742,15.371081,1.0
8.16,4.95,0.331,16.633026,0.0
9.4,15.96,0.811,20.415165,0.0
7.19,3.0,1.44,14.575606,1.0
9.21,7.69,0.425,18.639633,0.0
8.5,2.21,1.265,15.221962,1.0
6.25,5.98,1.225,15.133506,1.0
5.18,7.99,1.511,14.692734,1.0
6.5,3.98,-0.094,14.499415,0.0
8.68,2.84,1.54,15.946592,1.0
7.37,3.55,1.143,15.121141,1.0
8.24,4.81,1.041,16.650726,1.0
8.95,-1.42,0.162,14.711441,0.0
7.8,0.65,0.906,11.864567,1.0
7.42,3.03,1.176,14.827213,1.0
6.98,3.36,1.548,14.611696,1.0
8.68,2.79,1.979,15.908022,1.0
8.52,3.81,0.305,16.424625,1.0
8.11,12.86,0.495,18.656204,0.0
9.77,11.14,0.728,20.004427,0.0
6.73,19.15,0.628,18.140844,0.0
8.2,4.7,0.4,16.56049,0.0
7.83,11.95,0.412,18.216839,0.0
7.9,10.4,0.412,17.985167,0.0
8.27,2.5,1.28,15.259701,1.0
8.78,8.0,0.76,18.295448,0.0
8.55,13.58,0.629,19.2145,0.0
7.4,6.65,0.514,16.514109,0.0
8.86,12.13,0.556,19.279305,0.0
7.76,2.16,1.147,14.432269,1.0
8.64,9.93,0.387,18.624746,0.0
6.13,-0.31,-0.137,8.586808,1.0
7.58,5.67,1.024,16.347916,1.0
8.05,4.64,0.102,16.382591,0.0
6.86,7.07,0.37,16.107098,0.0
7.15,51.71,0.714,20.717873,0.0
8.47,11.82,0.442,18.833088,0.0
8.42,2.47,1.709,15.383485,1.0
6.17,32.05,0.653,18.699139,0.0
3.17,74.15,0.475,17.520555,0.0
6.19,9.61,1.207,16.103617,1.0
9.08,2.73,1.094,16.260815,1.0
6.78,15.86,0.436,17.781515,0.0
8.91,0.77,-0.011,13.342453,1.0
7.1,19.98,0.568,18.602978,0.0
8.4,7.25,0.446,17.70169,0.0
7.02,2.01,1.506,13.53598,1.0
8.78,0.57,0.738,12.559374,1.0
6.18,1.87,1.621,12.539207,1.0
7.69,4.57,1.035,15.98958,1.0
4.67,8.64,1.047,14.352569,1.0
7.8,2.83,1.509,15.058932,1.0
4.87,8.77,0.88,14.584998,1.0
4.55,9.38,0.938,14.411014,1.0
10.84,-1.66,0.045,16.94054,1.0
5.76,7.09,0.937,15.013231,1.0
7.14,1.67,-0.099,13.253582,1.0
8.13,-0.16,0.474,9.1506,1.0
6.95,8.33,0.261,16.553225,1.0
6.12,17.81,0.225,17.373318,1.0
8.51,3.47,-0.015,16.211647,0.0
8.58,1.89,1.314,14.962309,1.0
8.62,1.62,1.553,14.667575,1.0
9.19,17.51,0.733,20.40643,0.0
8.95,3.49,1.496,16.664127,1.0
7.89,1.58,0.298,13.8832855,1.0
7.39,11.66,0.299,17.723492,0.0
8.93,1.2,1.111,14.325907,1.0
4.25,9.41,-0.011,14.117949,0.0
9.63,1.3,0.385,15.199717,0.0
9.01,0.66,0.521,13.107719,1.0
6.46,6.14,0.061,15.400842,0.0
8.11,2.13,-0.06,14.751898,1.0
9.68,1.66,0.944,15.78054,0.0
10.98,-1.45,0.094,16.786839,1.0
6.22,2.84,0.032,13.486591,0.0
5.53,19.97,0.444,17.03189,0.0
9.6,2.62,0.415,16.691507,0.0
7.4,0.53,0.24,11.021379,1.0
8.05,12.32,0.433,18.503054,0.0
6.6,4.23,0.94,14.731703,1.0
9.84,5.73,0.654,18.630774,0.0
8.44,5.14,1.454,16.994816,0.0
8.78,3.08,1.026,16.222754,1.0
5.06,11.78,-0.072,15.415726,0.0
7.66,4.54,0.279,15.945279,0.0
9.1,19.24,0.777,20.521025,0.0
9.18,2.82,0.86,16.431246,1.0
10.32,22.84,1.034,22.11348,0.0
7.54,21.31,0.541,19.182919,0.0
8.81,12.16,0.5,19.234669,0.0
8.94,2.34,0.407,15.786079,0.0
7.86,2.37,1.653,14.733742,1.0
8.39,3.53,1.099,16.128874,1.0
7.53,5.22,-0.024,16.118353,0.0
7.74,8.99,1.216,17.508799,1.0
7.42,3.9,1.291,15.375323,1.0
8.89,1.87,-0.017,15.249208,0.0
7.61,10.92,0.329,17.801115,0.0
9.44,7.34,0.648,18.76848,0.0
9.08,3.0,1.104,16.465607,1.0
8.16,3.65,1.02,15.971464,1.0
9.74,13.22,0.561,20.346157,0.0
8.53,1.07,0.03,13.676918,0.0
8.29,2.43,1.596,15.218031,1.0
7.54,11.2,0.406,17.78609,0.0
7.72,7.48,0.094,17.089508,0.0
8.64,0.6,0.931,12.530757,1.0
8.63,0.46,0.066,11.9437895,0.0
7.86,4.04,1.372,15.891907,1.0
8.24,16.44,0.574,19.31951,0.0
8.68,12.8,0.535,19.21605,0.0
7.05,6.42,0.076,16.087675,0.0
8.97,0.03,-0.061,6.3556066,1.0
10.14,5.28,0.628,18.75317,0.0
5.99,10.26,1.088,16.045738,1.0
4.45,8.86,1.347,14.187168,1.0
6.2,4.66,1.435,14.54193,1.0
